id,title,venue,authors,year,abstract,citations,influential_citations
https://openalex.org/W4302797317,Evaluating The Cyber-Security Culture of the EPES Sector,ARES (Validação DBLP),"Anna Georgiadou, Ariadni Michalitsi-Psarrou, Dimitris Askounis",2022,"The Energy Sector is highly targeted by cyber threats because of its inherent value and profitability. Recent reported security incidents verify its key playing role in the entire economic and societal concurrent reality. This paper aims to assess the cyber-security culture status of European representatives in the entire electrical power supply chain during the coronavirus pandemic and the Ukrainian war. An evaluation campaign has been carefully designed and held from 3rd March 2022 to 18th March 2022. During that period, participants from different Electrical Power and Energy Systems (EPES) organizations participated in the campaign. Gathered results were analyzed and co-examined using different techniques revealing important findings regarding the cyber-security status and resilience of individuals and organizations in the European EPES sector.",7,7
https://openalex.org/W4292158612,Cyber-Security Culture Assessment in Academia: A COVID-19 Study,ARES (Validação DBLP),"Anna Georgiadou, Ariadni Michalitsi-Psarrou, Dimitris Askounis",2022,"Times of crisis have long been combined with an increase in cybercrime, exploiting the general instability; therefore, in such times, systems and infrastructures face greater exposure to vulnerabilities. On top of that, the COVID-19 crisis has increased our reliance on the internet, while working-from-home has been the daily reality for a large proportion of the population worldwide. Increased cyber-security awareness becomes a necessity for everyone, starting from a more knowledgeable audience; IT professionals, and software engineers. In this context, this paper aims to assess the cyber-security culture readiness of representatives studying or working within a European Polytechnique Academic Institution, during the COVID-19 crisis. Towards that end, a targeted evaluation campaign was launched for two weeks, from 28th February 2022 to 13th March 2022. The campaign consisted of four questionnaires of increased difficulty and a phishing quiz, all assessing the security culture of the participants against three dimensions; their security attitude, their competency, and their actual behavior. The campaign results have been thoroughly analyzed, and the findings were unforeseen in many cases, supporting the identification of security awareness weaknesses and assisting in drafting targeted, customized training programs.",6,6
https://openalex.org/W4301438024,Enhanced Anomaly Detection for Cyber-Attack Detection in Smart Water Distribution Systems,ARES (Validação DBLP),"Branka Stojanović, Helmut Neuschmied, Martin Winter, Ulrike Kleb",2022,"The importance of automated intrusion detection systems, not only in network infrastructures, but also in critical and industrial infrastructures is becoming more evident with the significant increase of cyber-attacks targeting such infrastructures. The most recent research initiatives in this field focus on unsupervised learning methods, due to a constant lack of labelled datasets of a good quality. This paper proposes an enhanced autoencoder based anomaly detection approach for water distribution cyber-attack detection. The proposed approach contains a pipeline of methods, including feature engineering as a pre-processing step, anomaly estimation based on autoencoder, and scores smoothing as a post-processing step. The obtained results are very promising compared to existing approaches.",6,6
https://openalex.org/W4292158658,BISCUIT - Blockchain Security Incident Reporting based on Human Observations,ARES (Validação DBLP),"Benedikt Putz, Manfred Vielberth, Günther Pernul",2022,"Security incidents in blockchain-based systems are frequent nowadays, which calls for more structured efforts in incident reporting and response. To improve the current status quo of reporting incidents on blogs and social media, we propose a decentralized incident reporting and discussion system. Our approach guides users (security novices) towards a classification of their observations using a tiered taxonomy of blockchain incidents. Questions based on previous incidents interactively support the classification. Post submission a security incident response committee then discusses these observations on our decentralized platform to decide on an appropriate response. For evaluation, we implement our model as a decentralized application and demonstrate its practical suitability in a preliminary user study.",5,5
https://openalex.org/W4283752596,Current Challenges of Cyber Threat and Vulnerability Identification Using Public Enumerations,ARES (Validação DBLP),"Lukáš Sadlek, Pavel Čeleda, Daniel Tovarňák",2022,"Identification of cyber threats is one of the essential tasks for security teams. Currently, cyber threats can be identified using knowledge organized into various formats, enumerations, and knowledge bases. This paper studies the current challenges of identifying vulnerabilities and threats in cyberspace using enumerations and data about assets. Although enumerations are used in practice, we point out several issues that still decrease the quality of vulnerability and threat identification. Since vulnerability identification methods are based on network monitoring and agents, the issues are related to the asset discovery, the precision of vulnerability discovery, and the amount of data. On the other hand, threat identification utilizes graph-based, nature-language, machine-learning, and ontological approaches. The current trend is to propose methods that utilize tactics, techniques, and procedures instead of low-level indicators of compromise to make cyber threat identification more mature. Cooperation between standards from threat, vulnerability, and asset management is also an unresolved issue confirmed by analyzing relationships between public enumerations and knowledge bases. Last, we studied the usability of techniques from the MITRE ATT&amp;amp;CK knowledge base for threat modeling using network monitoring to capture data. Although network traffic is not the most used data source, it allows the modeling of almost all tactics from the MITRE ATT&amp;amp;CK.",4,4
https://openalex.org/W4293023002,STRIPED: A Threat Analysis Method for IoT Systems,ARES (Validação DBLP),"Kamakshi Srikumar, Komal Kashish, Kolja Eggers, Nicolás E. Díaz Ferreyra, Julian Koch, Thorsten Schüppstuhl, Riccardo Scandariato",2022,"Currently, IoT systems display a poor level of security, as 50% of IoT devices are vulnerable to severe attacks, according to research. In an attempt to ameliorate the situation, we propose STRIPED, a threat analysis technique that focuses particularly on threat scenarios involving IoT devices that can be physically accessed by attackers. We evaluate STRIPED in a two-pronged way. First, we assess its performance compared to STRIDE (from which STRIPED is derived) in the context of a case study from the manufacturing industry. Second, we gather the feedback of 8 security experts working in a large, multinational company that specializes in secure IoT products for the domains of automotive, industrial, mobile and smart-home applications. These initial evaluation attempts provide encouraging evidence and suggest our method is a step in the right direction of facilitating security-by-design in IoT systems, especially industrial ones.",4,4
https://openalex.org/W4299981385,Job Adverts Analyzer for Cybersecurity Skills Needs Evaluation,ARES (Validação DBLP),"Sara Ricci, Marek Sikora, Simon Parker, Imre Lendák, Yianna Danidou, Argyro Chatzopoulou, Rémi Badonnel, Donatas Alksnys",2022,"This article presents a new free web-based application, the Cybersecurity Job Ads Analyzer, which has been created to collect and analyse job adverts using a machine learning algorithm. This algorithm enables the detection of the skills required in advertised cybersecurity work positions. The application is both interactive and dynamic allowing for automated analyses and for the underlying database of job adverts to be easily updated. Through the Cybersecurity Job Ads Analyzer, it is possible to explore the skills required over time, and thereby enable academia and other training providers to better understand and address the needs of the industry. We will describe in detail the user interface and technical background of the application, as well as highlight the preliminary statistical results we have obtained from analysing the current database of job adverts.",4,4
https://openalex.org/W4293586209,Analyzing Coverages of Cyber Insurance Policies Using Ontology,ARES (Validação DBLP),"Markos Charalambous, Aristeidis Farao, George Kalantzantonakis, Panagiotis Kanakakis, Nikos Salamanos, Evangelos E. Kotsifakos, Evangellos Froudakis",2022,"In an era where all the transactions, businesses and services are becoming digital and online, the data assets and the services protection are of utmost importance. Cyber-insurance companies are offering a wide range of coverages, but they also have exclusions. Customers of these companies need to be able to understand the terms and conditions of the related contracts and furthermore they need to be able to compare various offerings in order to determine the most appropriate solutions for their needs. The research in the area is very limited while at the same time the related market is growing, giving every potential solution a high value. In this paper, we propose a methodology and a prototype system that will help customers to compare contracts based on a pre-defined ontology that is describing cyber-insurance terms. After a first preliminary analysis and validation, our approach accuracy is averaging at almost 50%, giving a promising initial evaluation. Fine tuning, larger data set assessment and ontology refinement will be our next steps to improve the accuracy of our tool. Real user evaluation will follow, in order to evaluate the tool in real world cases.",3,3
https://openalex.org/W4300662927,Multi-label Classification of Cybersecurity Text with Distant Supervision,ARES (Validação DBLP),"Masahiro Ishii, Kento Mori, Ryoichi Kuwana, Satoshi Matsuura",2022,"Detailed analysis of cybersecurity intelligence in various data is essential to counter the recent advanced and complex evolution of cyber security attacks and threats. In particular, highly sophisticated learning models are required to classify cyberattacks and threats or extract security intelligence from unstructured data described in natural language.",5,5
https://openalex.org/W4292158486,Fraudulent Activities in the Cyber Realm: DEFRAUDify Project,ARES (Validação DBLP),"Razvan-Alexandru Bratulescu, Robert-Ionuţ Vătăşoiu, Sorina-Andreea Mitroi, George Suciu, Mari-Anais Sachian, Daniel-Marian Dutu, Serban-Emanuel Calescu",2022,"The increase in the number of Internet users has also led to an increase in activities leading to a cyber threat and fraud intelligence. These activities include the use of the Dark Web for coordination and virtual currencies for funding. This article will present the main methods of cyber-attacks and crimes used nowadays, and how they can be prevented by using tools specialized in monitoring transactions with virtual currencies and detecting web pages that pose a threat to users. The tools that will be described in this article are Graphsense used to analyze virtual currency activities and SpiderFoot used to identify Cyber Threat, Attack Surfaces, Security Assessments and Asset Discovery.",3,3
https://openalex.org/W4292158645,Privacy-Preserving Polyglot Sharing and Analysis of Confidential Cyber Threat Intelligence,ARES (Validação DBLP),"Davy Preuveneers, Wouter Joosen",2022,"Sharing cyber threat intelligence helps organizations analyze and protect against a growing number and sophistication of security threats. However, organizations are reluctant to share their locally collected cyber threat intelligence with third parties because of the the risk of incidentally disclosing sensitive business data or personally identifiable information, and the subsequent reputational harm or even financial repercussions imposed by the GDPR. To address the different confidentiality needs of threat intelligence producers and consumers, we present and evaluate a practical polyglot solution for privacy-preserving sharing and analysis of confidential or private information, and this on top of a contemporary cyber threat intelligence platform. Additionally, we investigate the security impact and computational overhead of these techniques to analyze correlations between threat events in a privacy-preserving manner and across sharing organizations.",3,3
https://openalex.org/W4293637503,"Demonstration of alignment of the Pan-European Cybersecurity Incidents Information Sharing Platform to Cybersecurity policy, regulatory and legislative advancements",ARES (Validação DBLP),"Dimitrios Skias, Sofia Tsekeridou, Theodοre Zahariadis, Artemis Voulkidis, Terpsichori-Helen Velivassaki",2022,"The path to the Digital Decade in Europe is realized by various governance and regulatory frameworks that aim to materialize this core European strategy. The EU cybersecurity strategy projects to safeguard this path and enable a swift but smooth transition. Arguably, EU is constantly taking actions to address cybersecurity challenges and promote cyber resilience, focusing primarily in critical sectors such as energy. This imposes significant challenges for the cybersecurity technology providers and requires a flexible, adaptive and agile design and development approach. The presented work is an evolution of the ARES2021 paper “Pan-European Cybersecurity Incidents Information Sharing Platform to support NIS Directive” that further aligns with advancements in the European Cybersecurity policy and regulations landscape. This is feasible since the development of the Incidents Information Sharing Platform (I2SP) is agile, adaptive and has continuously been driven by the advancements observed and imposed by the European cybersecurity regulatory framework. The current work showcases the I2SP design enhancements to address the latest EU cybersecurity regulatory framework updates relating to the Network Code on Cybersecurity (NCCS), NIS2 and the Cyber Resilience Act, highlighting the stringent alignment between I2SP and the EU cybersecurity strategy.",2,2
https://openalex.org/W4292158660,Improving Security and Scalability in Smart Grids using Blockchain Technologies,ARES (Validação DBLP),"Mandana Falahi, Andrei Vasilăţeanu, Nicolae Goga, George Suciu, Mari-Anais Sachian, Robert Florescu, Ștefan-Daniel Stanciu",2022,"In the current industrial century, smart grid is one of the technologies that has been proposed for efficient and quality distribution of electricity. However, this technology is exposed to many security threats and vulnerabilities. These challenges have led to the development of advanced technologies and sustainable solutions to make smart grids more secure and reliable. Blockchain is one of the recent technologies that has attracted a lot of attention in various applications, including smart grids. SealedGRID is a project designed, analyzed and implemented with the aim of providing a scalable and reliable Smart Grid security platform based on blockchain. In this paper, we present a scalable and secure solution for smart grids using Hyperledger Fabric and MQTT.",2,2
https://openalex.org/W4293024072,The cybersecurity-related ethical issues of cloud technology and how to avoid them,ARES (Validação DBLP),"Aleksandra Pawlicka, Marek Pawlicki, Rafał Renk, Rafał Kozik, Michał Choraś",2022,"Nowadays, cloud technology is assuming immense significance, being treated as a critical infrastructure, and is also a buzzword. Nevertheless, the technology has also brought about a number of new adverse phenomena and threats; it has attracted criminals, as well. Whenever the questions of “good” and “bad” arise, the ethical issues arise alongside them; the cybersecurity of cloud technology is no exception. This paper deals with the ethical dilemmas of cloud technology. It discusses a collection of the ethical issues of the cloud technology presented from the perspective of cybersecurity, based on the state-of-the-art literature. The main contribution of this work is that it gathers, synthesizes and organises the cybersecurity-related ethical dilemmas of cloud technology, thus offering the most extensive collection thereof. In addition, the work presents a comprehensive list of recommendations and suggestions which may help solve or prevent these ethical issues, and are a good starting point for anyone designing an ethical cybersecurity strategy.",1,1
https://openalex.org/W4299416412,The Platform for Czech National Qualifications Framework in Cybersecurity,ARES (Validação DBLP),"Jakub Vostoupal, František Kasl, Pavel Loutocký, Tomáš Pitner, Patrik Valo, Adam Valalský, Damián Paranič",2022,"The scarcity of cybersecurity experts negatively affects the overall state of cybersecurity among all relevant stakeholders in the private and public sectors. The efforts to close the cybersecurity skills gap are unfortunately limited by the lack of a sufficiently broad and granular taxonomy. In this article, we introduce our work on the Czech National Qualifications Framework in Cybersecurity as a possible remedy for the said problem. Firstly, we shortly describe other relevant projects and initiatives. Further, we focus on the development process of the Czech Framework, its components and their interactions, and subsequently we focus on the Platform and its functions. This interactive platform offers other stakeholders (and future users) an effective access to the framework and its further utilization. It also simplifies and allows for an effective administration and update of a framework on this level of granularity.",1,1
https://openalex.org/W4292158646,MalRec: A Blockchain-based Malware Recovery Framework for Internet of Things,ARES (Validação DBLP),"Ahmed Lekssays, Giorgia Sirigu, Barbara Carminati, Elena Ferrari",2022,"IoT devices have been considered an attractive target for malware (e.g., botnets) due to their low computational resources and lack of security measures. The literature focuses on detecting malware, but less attention is given to recovery solutions. In addition, with the development of data processing regulations in different countries, a need for transparent recovery systems that can help organizations present their due diligence arises. This work proposes a blockchain-based backup policy enforcement framework for IoT where an organization can formalize backup policies and enforce them. We have run our solution under extensive tests that show that it can be deployed in real-life IoT environments, despite the limited computational resources of IoT devices.",0,0
https://openalex.org/W4385688351,Exploiting Digital Twin technology for Cybersecurity Monitoring in Smart Grids,ARES (Validação DBLP),"Luigi Coppolino, Roberto Nardone, Alfredo Petruolo, Luigi Romano, Andrej Souvent",2023,"The adoption of Digital Twin technology has witnessed significant growth in various domains, enabling continuous monitoring and testing in diverse applications. In the context of safeguarding critical infrastructures, particularly smart grids, Digital Twin has emerged as a viable solution to meet the requirements outlined in the NIS2 directive issued by the European Commission. Additionally, the increasing trend in Europe towards establishing shared dataspaces, and fostering collaborative environments through data sharing, necessitates a heightened focus on cybersecurity risks.",28,28
